,timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
18,12/06/2022,34.08273682,34.60996122,30.71581179,30.78200512,2526075338,34.05131173,34.60097607,30.67367293,30.7326666,1179412651,6177855,1179412650,25021298,1015105515,300358016
19,11/06/2022,37.34237615,38.08476285,33.39302119,34.13477721,2313418064,37.29825126,38.03740055,33.32775828,34.07396107,918887727.7,4764219,918887727,18059679,995505703,376200734
20,10/06/2022,40.04742819,41.00941019,36.97743165,37.34004125,2505179131,39.99361688,40.95408622,36.88243078,37.26404511,1009617438,4920402,1009617437,18185153,1135767417,336688719
21,09/06/2022,38.94916786,42.03586322,38.5487787,40.07358477,2560984181,38.8879154,41.98876682,38.46880139,39.99908374,997182425.1,5238907,997182425,17029391,1234539535,306993921
22,08/06/2022,39.42813423,41.0760807,38.45711407,39.00941787,2517989424,39.36273209,41.065125,38.39279201,38.96323922,943453562.6,4719896,943453562,19236195,1222895812,327683956
23,07/06/2022,42.45216013,42.85025039,37.48790889,39.47059218,3727701823,42.43604093,42.84180129,37.44420246,39.42938488,1610936023,8646411,1610936022,27789595,1531053357,549276435
24,06/06/2022,38.65566613,44.94005205,38.5220252,42.49798319,3633190252,38.5848754,44.9333655,38.46961412,42.45694987,1708851070,8989184,1708851069,33631123,1403136596,478582277
25,05/06/2022,39.21292107,40.42822216,38.08111821,38.76412763,2119593218,39.1585654,40.37901738,38.01156748,38.66858449,772980068.8,4642441,772980068,18116838,1048710839,275143029
26,04/06/2022,38.45953251,39.67875069,35.92007703,39.16612836,2366830315,38.38963447,39.6273684,35.82018888,39.11290938,954234341.5,4255058,954234341,17454548,1112371735,278514631
27,03/06/2022,40.9680233,41.63517191,37.77425036,38.41792163,2644441429,40.93463072,41.56764428,37.7246531,38.34352164,1067606043,5043008,1067606042,16486757,1251369719,303935900
28,02/06/2022,40.27202425,41.73170454,38.28618318,40.95449297,2964334707,40.18529134,41.69222366,38.22848609,40.90549466,1333596982,6699148,1333596981,21270165,1288370803,314397608
29,01/06/2022,45.8738134,46.22123455,39.78003658,40.36263103,2713279287,45.82596323,46.16303717,39.65347402,40.23752604,1225602801,6126230,1225602800,22499746,1146224410,312826097
30,31/05/2022,47.29522565,48.29649548,44.72175326,45.86675305,2956616078,47.24187885,48.25807737,44.63049137,45.80301077,1174594807,6628359,1174594807,22424269,1352890985,400077656
31,30/05/2022,45.07911029,48.44648755,44.42729691,47.25892851,3360695234,45.03792978,48.45968027,44.38296871,47.22505175,1422549818,8126630,1422549817,30485113,1464543579,434990092
32,29/05/2022,44.43485481,45.81339121,42.00635632,45.13015381,2662354509,44.35192224,45.77835477,41.94356192,45.09159234,1109628521,6156720,1109628520,22502903,1213148041,310918323
33,28/05/2022,41.42598138,45.27570154,40.58648136,44.49886704,2558316343,41.35561872,45.22939739,40.49952035,44.41884451,1007583428,6127947,1007583428,20293710,1184576315,339734940
34,27/05/2022,43.56568946,44.0518715,40.08579264,41.29881167,3828427304,43.51477247,44.00769375,40.0295823,41.25753081,1682626357,9712685,1682626357,34040247,1603994175,498053838
35,26/05/2022,48.0991986,48.79789919,41.92523821,43.60914767,3962271179,48.03063549,48.75111944,41.86383508,43.55325924,1671835130,9866332,1671835129,36007034,1658998418,585564263
36,25/05/2022,49.88456111,50.83924022,47.91268398,48.31736952,2541601844,49.78837671,50.76338966,47.82155261,48.22001531,873566300.9,5578740,873566300,19441333,1370578751,272436717
37,24/05/2022,49.38238085,51.04064096,47.35622064,49.86029339,2932564099,49.2777554,50.98371398,47.26462491,49.79642859,1117941928,5883248,1117941927,26155590,1390151269,392432061
38,23/05/2022,52.70302561,54.74271307,48.82256125,49.35738971,3239256613,52.62183037,54.70303802,48.73288858,49.26597107,1249666159,6692101,1249666158,27382211,1579850739,375665402
39,22/05/2022,50.64256486,53.47303896,50.08764014,52.812923,2612181578,50.53818302,53.40112578,49.97164001,52.69703297,879121679.6,4867614,879121679,16416515,1401492399,310283367
40,21/05/2022,49.93839773,51.66225811,48.96871494,50.76217849,2355548659,49.77926134,51.55428271,48.7963642,50.63701234,716547654.4,4271917,716547654,14129757,1336971697,283627632
41,20/05/2022,52.44445894,53.83675445,48.1445986,49.7379497,3503705756,52.40508402,53.79409093,48.0522709,49.65530573,1477551487,7779983,1477551486,27926194,1620634191,369813899
42,19/05/2022,50.14711286,54.16992223,48.41223494,52.28013082,3770904990,50.11132309,54.16673289,48.36462351,52.27149081,1653218344,8131315,1653218344,30625435,1717176793,361753100
43,18/05/2022,57.12853699,57.98742429,49.67632205,50.22079714,3493356935,57.07021937,57.94456334,49.58250651,50.13956355,1393479873,7042045,1393479872,28783969,1707958500,356092547
44,17/05/2022,54.01713277,58.26963796,53.25487418,57.12199764,3847940968,53.9424935,58.30955454,53.23609527,57.15092945,1419092862,7497540,1419092862,32183568,1972016589,417150406
45,16/05/2022,58.89875038,58.91123606,52.10364731,53.94628258,4144437067,58.96682328,58.96682328,52.04237484,53.92062202,1629322991,8644496,1629322990,31982136,1898254439,576233003
46,15/05/2022,52.73947917,59.56268617,50.06742034,58.99652879,3805583095,52.69814008,59.51235248,50.00739805,59.04657731,1423946655,4741971,1423946655,28060732,1923854240,424979494
47,14/05/2022,49.21693299,54.21620799,46.28071778,52.703397,3828348916,49.1433143,54.20921794,46.18298409,52.66014774,1491841869,3737476,1491841869,32631191,1884257512,415880867
48,13/05/2022,44.93642145,56.69917325,44.1440193,49.16841526,4844119401,44.82970448,56.73649994,44.04216071,49.12091181,2187655194,4776223,2187655193,51185797,2091763007,508739179
49,12/05/2022,51.42177165,55.00932046,37.12189122,45.15555319,6927307564,51.29914517,54.92673689,36.69818444,45.04742573,3246116133,6118004,3246116132,82369038,2546993083,1045711305
50,11/05/2022,67.16581759,68.6354102,43.49933198,51.0864821,7437444076,67.09446463,68.44435865,43.34060209,51.01341022,3401147267,7538791,3401147266,92659127,3029927721,906171168
51,10/05/2022,62.57488045,74.27187407,60.58801566,67.15905965,6778571357,62.32122295,74.16829754,60.45585083,67.11351975,2777984729,5735463,2777984728,87171037,3196717162,710962964
52,09/05/2022,75.65641679,77.2513709,62.22197289,62.66147004,5182831311,75.52530693,77.11289942,61.95297458,62.40087385,2068612911,4153540,2068612911,55241711,2534869652,519953495
53,08/05/2022,79.39728877,79.84926298,74.29432236,75.86571974,4219438028,79.09058271,79.56181281,73.95432173,75.61356143,1113752824,2596650,1113752824,33735964,2621279897,448072690
54,07/05/2022,82.35447124,82.91497523,77.99844575,79.55378131,3657165894,82.00374685,82.55906642,77.47784906,79.16437383,858681145.3,1825883,858681145,23518172,2457876224,315264467
55,06/05/2022,85.01346821,85.37248086,80.70298045,82.30663362,4544193477,84.69185631,85.10065575,80.27406034,82.00346931,1250002429,2543171,1250002429,32010817,2943527800,316109257
56,05/05/2022,92.91760775,95.36024251,81.97939841,85.14463388,4548465174,92.87207415,95.1454588,81.58165914,84.80555727,1497547491,2584072,1497547490,43028758,2641147038,364157814
57,04/05/2022,86.34813189,92.97147556,85.82246431,92.69109631,3053022891,86.1382084,92.99784965,85.60111644,92.70698212,1166163847,2001085,1166163847,33390498,1501936375,349531084
58,03/05/2022,87.85234367,88.92136493,85.020366,86.18726921,2467924868,87.73124174,88.77417605,84.70404279,85.897252,790248310.7,1421166,790248310,20322322,1317953961,337979105
59,02/05/2022,90.05923989,91.29762209,85.65046328,87.90479273,2780891491,89.94111707,91.21869654,85.43670935,87.79293406,1066244789,1455993,1066244789,28014974,1318787698,366388034
60,01/05/2022,85.56443252,93.57014985,84.99124381,90.20251103,3901098233,84.95611379,93.49527979,84.61427016,89.99363433,1369838495,2713997,1369838495,35078215,2102091934,391375590
61,30/04/2022,94.43776021,95.39914989,83.12374595,85.71957126,2793403309,94.22416199,95.19352435,82.20835264,85.02024421,972878509.4,2121632,972878509,25886467,1471791225,320725474
62,29/04/2022,98.67788771,98.95272802,92.88916608,94.36628213,3064095912,98.36790992,98.68586635,92.57687819,94.14791575,985030075.1,2219226,985030075,25903252,1699826070,351117287
63,28/04/2022,98.70815527,101.0060392,96.89557788,98.71382669,3160251418,98.50708594,100.819774,96.61472654,98.43588475,1107545234,2246904,1107545234,28269539,1699317474,322872266
64,27/04/2022,96.14506696,101.0994015,95.58191721,98.77602209,3162104725,95.85265841,100.9592932,95.24532791,98.56673871,1072905470,1879066,1072905469,29338202,1756189695,301792290
65,26/04/2022,101.2522586,102.1679748,95.33254491,96.47925665,3528874045,101.1104745,102.0362212,94.89674104,96.05940587,1059339412,2372196,1059339411,26668911,2168939660,271553863
66,25/04/2022,99.63116614,102.1352984,95.27820979,101.4926761,3668971134,99.48215174,102.0638709,94.95983485,101.4099864,1331737955,2897586,1331737955,39180879,1900584959,394569753
67,24/04/2022,101.2920328,102.751944,99.30089973,99.89944822,2499751751,100.8561206,102.4242394,98.78948879,99.42157807,655557355.9,1592637,655557355,22238659,1577163638,243199460
68,23/04/2022,101.131694,103.3739143,99.12704023,101.3254352,2490794129,100.7385874,103.0723045,98.59133008,100.8643568,668062002.8,1771069,668062002,28976523,1574530046,217454487
69,22/04/2022,102.2510537,104.0860616,100.0869721,101.3591763,3752687711,101.9403759,103.8360361,99.56112774,100.9234426,1020811703,2312278,1020811702,31702121,2336388948,361472659
70,21/04/2022,105.897226,109.9506663,100.0442521,102.1175958,3974478274,105.7067295,109.900679,100.0965319,101.9494577,1541409395,3215181,1541409395,40605069,1870022330,519226297
71,20/04/2022,108.7751937,111.0124265,104.2149737,105.8701801,4015956552,108.6588515,110.9161203,104.3732188,105.6654366,1478759083,2900040,1478759082,38207100,2013586771,482503555
72,19/04/2022,102.6756776,109.1907011,101.4799825,108.8201115,4131742671,102.5385801,109.0481536,101.346262,108.6880268,1485816722,2851179,1485816721,40427162,2027923091,574724517
73,18/04/2022,100.7786676,103.1956021,95.30534124,102.6596024,3886164713,100.3963149,102.9386516,95.11511271,102.5477272,1459367399,2979451,1459367398,38193192,1959926727,425697942
74,17/04/2022,102.7309093,105.8948225,100.3954137,101.0654382,2766819400,102.3401017,105.5960767,99.91761029,100.4510176,887619824.4,1464240,887619824,22258210,1582261907,273215216
75,16/04/2022,102.1865093,104.1476584,101.5521635,102.8822471,2404181420,101.6794083,103.7589441,101.0165459,102.3543036,585321441.3,1224087,585321441,17007167,1508373030,292255693
76,15/04/2022,101.2452565,103.4544653,100.1872113,101.9154552,2686050773,100.9869209,103.2077282,99.85296739,101.5739721,892811244.4,1516745,892811244,28880807,1450462772,312379202
77,14/04/2022,105.3494047,108.0300893,99.40086662,101.2682935,3703019163,105.1045284,107.8276194,99.06991889,101.0497024,1393048909,2206360,1393048909,45344162,1815258319,447161411
78,13/04/2022,103.7480251,106.4002359,100.68482,105.2978058,3836852159,103.3888266,106.1833836,100.3759528,105.0237559,1418519713,2293226,1418519712,43536733,1980628980,391873505
79,12/04/2022,100.4086029,109.7071693,98.84906612,103.6587209,4779190645,99.86181094,109.4470234,98.58740455,103.3921774,1985379677,3005799,1985379677,63863699,2085523969,641417498
80,11/04/2022,111.4491168,111.974295,98.71986511,100.3937793,4691002747,111.2201433,111.7287846,98.24595786,99.79841291,1840403557,3660301,1840403557,55172041,2163009546,628757300
81,10/04/2022,113.4900617,116.4001918,110.3966329,111.7535218,3171035579,113.2774731,116.2183647,109.9723434,111.3440223,1015927273,2110515,1015927273,34590480,1827685950,290721358
82,09/04/2022,111.5864264,115.0086419,109.8112639,114.0598815,3657524538,110.2941317,114.1339038,108.6923105,113.304453,917788244.9,2289266,917788244,31403697,2295398732,410644596
83,08/04/2022,118.8700118,122.6990296,108.8269105,110.5823541,5161520043,118.7582725,122.5307518,108.3480707,110.1585408,2005532235,3630277,2005532235,59546766,2362304212,730506550
84,07/04/2022,114.2075088,120.9445686,112.2880893,119.4359095,6688757502,113.2303264,120.416307,111.2234569,118.8216238,2067616363,3285633,2067616363,56150793,3817360021,744344690
85,06/04/2022,127.3338623,127.78098,112.7233005,113.5426304,6328935271,127.0988869,127.5323472,112.4120968,113.2486265,2748881479,4336701,2748881479,82255060,2567842301,925619728
86,05/04/2022,132.3995887,137.0834542,126.7543093,127.719431,5140936281,132.388037,136.8597909,126.4476198,127.2671448,1776468910,2911471,1776468909,61076335,2656000891,644478672
87,04/04/2022,137.1648064,138.6001518,126.41025,132.355223,5791836992,137.1201996,138.5610741,126.2056841,132.3647302,2225412178,3614811,2225412177,82749144,2871789708,608271148
88,03/04/2022,133.3590274,141.4950572,131.2070343,137.2685224,5646932143,132.8681842,141.4196615,131.0085094,137.1621656,2017422118,3683947,2017422117,56817371,2997873591,571135115
89,02/04/2022,134.9202949,143.6819629,132.0071652,133.2006069,6427345396,134.8699111,143.7203418,131.8357797,132.8791106,2646369645,4643326,2646369645,88826545,2949532249,737973628
90,01/04/2022,123.1133864,138.6307276,118.0767548,134.8400075,7848551471,123.1320702,138.7215031,117.8932628,134.8160088,3717742734,5993851,3717742733,103798341,3123939469,897077074
91,31/03/2022,120.9156081,129.0993558,119.8417176,122.8230064,10008951479,121.1347622,129.8315218,120.0896548,123.1920864,3290605552,4861874,3290605551,89247545,5835642009,788594498
92,30/03/2022,111.8809979,125.511188,107.452599,121.0190667,7276467810,111.834627,125.6453611,107.3258568,120.991442,3557187431,4829486,3557187430,80999137,2880722055,752729698
93,29/03/2022,106.2452636,115.1494381,105.8359737,111.4111874,9638338774,105.8359774,115.5050585,105.406946,111.4766951,2557501602,2814493,2557501602,53393374,6426648251,597981052
94,28/03/2022,107.0786735,113.898435,105.3359293,105.9403787,3803832789,107.139974,113.9575363,105.3657435,105.8690936,2313546345,2573175,2313546345,68311873,858843470,560557924
95,27/03/2022,101.9979339,107.6001927,99.26272773,107.1512712,2098684062,102.010011,107.6369589,99.26112631,107.2124202,1185356945,1658422,1185356944,44679706,531791269,335197719
96,26/03/2022,98.96529398,103.8052405,98.05497268,102.1101,1692585958,98.96306339,103.8203503,98.03981641,102.1217713,980069275.2,1255416,980069275,37444367,426827650,246989248
97,25/03/2022,102.5128108,105.1126342,97.28646917,98.85791307,2840971580,102.5653407,105.1618325,97.27042681,98.87435025,1738208255,2618110,1738208255,51618472,616247175,432279565
98,24/03/2022,95.03993758,103.9278104,93.68896583,102.4684279,3838052321,95.00424954,103.8986281,93.63580987,102.4993444,2268356935,2925488,2268356934,56197884,942778295,567793717
99,23/03/2022,90.64393519,96.44130118,89.42924552,94.96509984,2291408644,90.59248141,96.42222894,89.36369081,94.92274687,1323803017,1875397,1323803016,32347840,574357444,359024944
